permit_type,permit_type_desc,permit_num,permit_class_mapped,permit_class,work_class,condominium,project_name,description,property_legal_description,applied_date,issued_date,day_issued,calendar_year_issued,fiscal_year_issued,issuance_method,status_current,status_date,expires_date,completed_date,original_address_1,original_city,original_state,original_zip,latitude,longitude,location
MP,Mechanical Permit,2014-031982 MP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop to create Common Bathrooms,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,8/26/15,WEDNESDAY,2015,2015,Permit Center,Final,10/12/15,10/12/15,10/12/15,2511 E 6TH ST,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-031983 EP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST UNIT A,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,7/22/15,WEDNESDAY,2015,2015,Permit Center,Final,10/13/15,10/13/15,10/13/15,2511 E 6TH ST UNIT A,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-031984 EP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST UNIT B,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,7/22/15,WEDNESDAY,2015,2015,Permit Center,Final,10/13/15,10/13/15,10/13/15,2511 E 6TH ST UNIT B,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-031985 EP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST UNIT C,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,7/22/15,WEDNESDAY,2015,2015,Permit Center,Final,10/13/15,10/13/15,10/13/15,2511 E 6TH ST UNIT C,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-031987 EP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST UNIT E,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,7/22/15,WEDNESDAY,2015,2015,Permit Center,Final,10/12/15,10/12/15,10/12/15,2511 E 6TH ST UNIT E,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-031988 EP,Commercial,Renovations/Remodel,Remodel,No,2511 E 6TH ST UNIT F,Change of Use and Interior Remodel from Custom Manufacturing to Art Workshop,LOT 15712 OLT 11 DIV A MORSLAND PLACE,12/5/13,7/22/15,WEDNESDAY,2015,2015,Permit Center,Final,10/16/15,10/16/15,10/16/15,2511 E 6TH ST UNIT F,EAST AUSTIN,TX,78702,30.2584067,-97.71378515,"(30.2584067, -97.71378515)"
EP,Electrical Permit,2014-033214 EP,Residential,Residential,New,No,2502 E 10TH ST,New 2 story accessory building art studio workshop  office to the primary residence with a full bathroom and a walkout basement  1 story is above ground the other is underground,LOT 12 BLK 12 GRANDVIEW PLACE,9/27/13,9/16/15,WEDNESDAY,2015,2015,Online,Final,3/21/16,3/21/16,3/21/16,2502 E 10TH ST,EAST AUSTIN,TX,78702,30.26577646,-97.71493812,"(30.26577646, -97.71493812)"
MP,Mechanical Permit,2014-033214 MP,Residential,Residential,New,No,2502 E 10TH ST,New 2 story accessory building art studio workshop  office to the primary residence with a full bathroom and a walkout basement  1 story is above ground the other is underground,LOT 12 BLK 12 GRANDVIEW PLACE,9/27/13,6/23/15,TUESDAY,2015,2015,Permit Center,Final,3/22/16,3/22/16,3/22/16,2502 E 10TH ST,EAST AUSTIN,TX,78702,30.26577646,-97.71493812,"(30.26577646, -97.71493812)"
PP,Plumbing Permit,2014-034035 PP,Residential,Residential,Remodel,No,46 WALLER ST,Total demo of existing home and detached shed  Circa 1930,LOT 13 BLK 3 ELM GROVE ADDN OLT 54  55 DIV O,2/24/14,3/20/15,FRIDAY,2015,2015,Permit Center,Final,3/23/15,3/23/15,3/23/15,46 WALLER ST,EAST AUSTIN,TX,78702,30.25501663,-97.73517947,"(30.25501663, -97.73517947)"
EP,Electrical Permit,2014-039554 EP,Residential,Renovations/Remodel,Repair,No,1917 E 11TH ST,Remove and replace all windows Repair rotted front porch floor and railing  Install stove venthood replace tub surround and valves  Repair roof  Hardwire smoke detectors and replace existing switches outlets and light fixtures only,LOT 8 BLK G OLT 8962 DIV B COLLEGE HEIGHTS ADDN,4/18/14,9/14/15,MONDAY,2015,2015,Permit Center,Final,10/14/15,10/14/15,10/14/15,1917 E 11TH ST,EAST AUSTIN,TX,78702,30.26550966,-97.71951743,"(30.26550966, -97.71951743)"
EP,Electrical Permit,2014-043928 EP,Residential,Single Family Houses,New,No,4904 LOUIS AVE,New 1 story wood frame single family residence w2 bedrooms 1 bath,00619 AC OF LOT 5 BLK 2 MASONFIELD,12/27/13,4/5/16,TUESDAY,2016,2016,Permit Center,Final,9/5/18,9/5/18,9/5/18,4904 LOUIS AVE,EAST AUSTIN,TX,78721,30.27508194,-97.68514317,"(30.27508194, -97.68514317)"
MP,Mechanical Permit,2014-043928 MP,Residential,Single Family Houses,New,No,4904 LOUIS AVE,New 1 story wood frame single family residence w2 bedrooms 1 bath,00619 AC OF LOT 5 BLK 2 MASONFIELD,12/27/13,4/9/15,THURSDAY,2015,2015,Permit Center,Final,9/21/18,9/21/18,9/21/18,4904 LOUIS AVE,EAST AUSTIN,TX,78721,30.27508194,-97.68514317,"(30.27508194, -97.68514317)"
PP,Plumbing Permit,2014-043928 PP,Residential,Single Family Houses,New,No,4904 LOUIS AVE,New 1 story wood frame single family residence w2 bedrooms 1 bath,00619 AC OF LOT 5 BLK 2 MASONFIELD,12/27/13,3/23/16,WEDNESDAY,2016,2016,Permit Center,Final,9/21/18,9/21/18,9/21/18,4904 LOUIS AVE,EAST AUSTIN,TX,78721,30.27508194,-97.68514317,"(30.27508194, -97.68514317)"
PP,Plumbing Permit,2014-045661 PP,Residential,Residential,Remodel,No,1905 HOLLY ST,Total demo of home  Circa 1950,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,3/23/15,MONDAY,2015,2015,Permit Center,Final,3/24/15,3/24/15,3/24/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
MP,Mechanical Permit,2014-046345 MP,Residential,Single Family Houses,New,No,1012 E 15TH ST,New 2story single family residence with 3 bedrooms 25 bathrooms attached carport front porch and street side yard patio permitted under Urban Home Special Use,LOT 7AA BLK B CHANDLER  CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,1/29/14,1/21/15,WEDNESDAY,2015,2015,Permit Center,Final,10/14/15,10/14/15,10/14/15,1012 E 15TH ST,EAST AUSTIN,TX,78702,30.275562400000002,-97.7285773,"(30.2755624, -97.7285773)"
BP,Building Permit,2014-046414 BP,Residential,Single Family Houses,New,No,1604 NAVASOTA ST,New 2story single family residence with 3 bedrooms 25 bathrooms attached carport and front porch permitted under Urban Home Special Use,LOT 7BB BLK B CHANDLER  CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,1/22/14,1/15/15,THURSDAY,2015,2015,Permit Center,Final,6/20/16,6/20/16,6/20/16,1604 NAVASOTA ST,EAST AUSTIN,TX,78702,30.27576135,-97.72862263,"(30.27576135, -97.72862263)"
EP,Electrical Permit,2014-046414 EP,Residential,Single Family Houses,New,No,1604 NAVASOTA ST,New 2story single family residence with 3 bedrooms 25 bathrooms attached carport and front porch permitted under Urban Home Special Use,LOT 7BB BLK B CHANDLER  CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,1/22/14,2/26/15,THURSDAY,2015,2015,Permit Center,Final,5/27/16,5/27/16,5/27/16,1604 NAVASOTA ST,EAST AUSTIN,TX,78702,30.27576135,-97.72862263,"(30.27576135, -97.72862263)"
MP,Mechanical Permit,2014-046414 MP,Residential,Single Family Houses,New,No,1604 NAVASOTA ST,New 2story single family residence with 3 bedrooms 25 bathrooms attached carport and front porch permitted under Urban Home Special Use,LOT 7BB BLK B CHANDLER  CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,1/22/14,7/16/15,THURSDAY,2015,2015,Online,Final,6/16/16,6/16/16,6/16/16,1604 NAVASOTA ST,EAST AUSTIN,TX,78702,30.27576135,-97.72862263,"(30.27576135, -97.72862263)"
PP,Plumbing Permit,2014-046414 PP,Residential,Single Family Houses,New,No,1604 NAVASOTA ST,New 2story single family residence with 3 bedrooms 25 bathrooms attached carport and front porch permitted under Urban Home Special Use,LOT 7BB BLK B CHANDLER  CARLETON SUBD AMD PLAT OF RESUB LT 7 BLK B,1/22/14,2/11/15,WEDNESDAY,2015,2015,Online,Final,6/20/16,6/20/16,6/20/16,1604 NAVASOTA ST,EAST AUSTIN,TX,78702,30.27576135,-97.72862263,"(30.27576135, -97.72862263)"
EP,Electrical Permit,2014-047632 EP,Residential,Renovations/Remodel,Addition and Remodel,No,2947 PANNELL ST,Partial demolition  New HVAC electrical plumbing insulation  new master suite  laundry rewire house,LOT 9 BLK C OLT 4950 DIV B PANNELL PLACE,1/3/14,2/16/16,TUESDAY,2016,2016,Permit Center,Final,8/30/16,8/30/16,8/30/16,2947 PANNELL ST,EAST AUSTIN,TX,78722,30.28429529,-97.70543242,"(30.28429529, -97.70543242)"
MP,Mechanical Permit,2014-047632 MP,Residential,Renovations/Remodel,Addition and Remodel,No,2947 PANNELL ST,Partial demolition  New HVAC electrical plumbing insulation  new master suite  laundry,LOT 9 BLK C OLT 4950 DIV B PANNELL PLACE,1/3/14,2/17/16,WEDNESDAY,2016,2016,Permit Center,Final,11/22/16,11/22/16,11/22/16,2947 PANNELL ST,EAST AUSTIN,TX,78722,30.28429529,-97.70543242,"(30.28429529, -97.70543242)"
PP,Plumbing Permit,2014-047632 PP,Residential,Renovations/Remodel,Addition and Remodel,No,2947 PANNELL ST,Partial demolition  New HVAC electrical plumbing insulation  new master suite  laundry,LOT 9 BLK C OLT 4950 DIV B PANNELL PLACE,1/3/14,3/11/16,FRIDAY,2016,2016,Permit Center,Final,12/15/16,12/15/16,12/15/16,2947 PANNELL ST,EAST AUSTIN,TX,78722,30.28429529,-97.70543242,"(30.28429529, -97.70543242)"
PP,Plumbing Permit,2014-050990 PP,Residential,Residential,Remodel,No,2408 SANTA MARIA ST,Cap Off Water  Waste Water Lines Only,LOT 5 BLK 4 OLT 10 DIV O INDUSTRIAL ADDN,5/5/14,3/17/15,TUESDAY,2015,2015,Permit Center,Final,3/18/15,3/18/15,3/18/15,2408 SANTA MARIA ST,EAST AUSTIN,TX,78702,30.25716911,-97.71594141,"(30.25716911, -97.71594141)"
MP,Mechanical Permit,2014-051439 MP,Residential,Renovations/Remodel,Addition,No,2206 ALEXANDER AVE,Partial demo to remove windows and doors for addition Addition of a bedroom and a bathroom in rear of existing 1 story SF res ALSO see permit 2017074792 for remodel BOTH BP's must be scheduled and FINAL to obtain CO,N 50FT OF E1186FT LOT 16 BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,7/31/13,8/30/17,WEDNESDAY,2017,2017,Permit Center,Final,9/5/17,9/5/17,9/5/17,2206 ALEXANDER AVE,EAST AUSTIN,TX,78722,30.28489505,-97.71027432,"(30.28489505, -97.71027432)"
MP,Mechanical Permit,2014-059516 MP,Residential,Residential,New,No,3307 GOVALLE AVE,New detached workshop at rear of residence,N 15176FT LOT 1 BLK D OLT 4142 DIV A CHERICO SUBD NO 1,12/23/13,4/16/15,THURSDAY,2015,2015,Permit Center,Final,9/11/15,9/11/15,9/11/15,3307 GOVALLE AVE,EAST AUSTIN,TX,78702,30.26523745,-97.70071371,"(30.26523745, -97.70071371)"
PP,Plumbing Permit,2014-060702 PP,Residential,Residential,Remodel,No,2907 CASTRO ST,cap off www taps for demo of residence,LOT 17 BLK 5 OLT 2627 OLT 3233 DIV A CHERNOSKY NO 12,5/2/14,8/4/16,THURSDAY,2016,2016,Permit Center,Final,8/5/16,8/5/16,8/5/16,2907 CASTRO ST,EAST AUSTIN,TX,78702,30.26208788,-97.70712679,"(30.26208788, -97.70712679)"
PP,Plumbing Permit,2014-060705 PP,Residential,Residential,Remodel,No,1128 LINDEN ST,cap off www taps for demo of residence,LOT 10 BLK 2 OLT 4546 DIV A CHERICO SUBD NO 2,5/9/14,8/4/16,THURSDAY,2016,2016,Permit Center,Final,8/9/16,8/9/16,8/9/16,1128 LINDEN ST,EAST AUSTIN,TX,78702,30.26809567,-97.70382333,"(30.26809567, -97.70382333)"
PP,Plumbing Permit,2014-061617 PP,Residential,Residential,New,No,46 WALLER ST,New inground swimming pool located 3'0 from the side property line,LOT 13 BLK 3 ELM GROVE ADDN OLT 54  55 DIV O,3/28/14,2/17/15,TUESDAY,2015,2015,Permit Center,Final,2/25/15,2/25/15,2/25/15,46 WALLER ST,EAST AUSTIN,TX,78702,30.25501663,-97.73517947,"(30.25501663, -97.73517947)"
MP,Mechanical Permit,2014-063322 MP,Residential,Renovations/Remodel,Addition and Remodel,No,2104 MALDON PL,partial demoAddition of a gameroom to the east end of the house,LOT 10 OLT 47 DIV B FLOURNOY M H SUBD SEC 1,6/11/14,9/10/15,THURSDAY,2015,2015,Online,Final,9/11/15,9/11/15,9/11/15,2104 MALDON PL,EAST AUSTIN,TX,78722,30.28308327,-97.71622746,"(30.28308327, -97.71622746)"
PP,Plumbing Permit,2014-065688 PP,Residential,Renovations/Remodel,Addition and Remodel,No,1102 E 2ND ST,stairs and deck over existing roof half bath in unconditioned laundry porch new central HVAC,LOT 1718 BLK 2 OLT 18 DIV O SHELLEY N G SUBD,2/21/14,8/28/18,TUESDAY,2018,2018,Permit Center,Final,4/26/19,4/26/19,4/26/19,1102 E 2ND ST,EAST AUSTIN,TX,78702,30.26131756,-97.73273506,"(30.26131756, -97.73273506)"
MP,Mechanical Permit,2014-067925 MP,Residential,Renovations/Remodel,Addition and Remodel,No,1802 ULIT AVE,remodel of existing 1936 house of 979 sf  total remodel will add 143 sf to bedrooms and 2 bathsall new electric plumbing HVAC and concrete and stucco and hardie board,LOT 10 BLK 6 OLT 31 DIV B ULIT H SECOND ADDN,3/19/14,4/2/15,THURSDAY,2015,2015,Permit Center,Final,8/27/15,8/27/15,8/27/15,1802 ULIT AVE,EAST AUSTIN,TX,78702,30.28026934,-97.71244398,"(30.28026934, -97.71244398)"
MP,Mechanical Permit,2014-068945 MP,Residential,Single Family Houses,New,No,2207 E 9TH ST,new 2 story sf house,LOT 4 BLK 23 GRANDVIEW PLACE,5/21/14,4/9/15,THURSDAY,2015,2015,Permit Center,Final,3/31/17,3/31/17,3/31/17,2207 E 9TH ST,EAST AUSTIN,TX,78702,30.26343983,-97.71714965,"(30.26343983, -97.71714965)"
PP,Plumbing Permit,2014-073238 PP,Residential,Residential,Remodel,No,1220 DELANO ST,Cap off water and waste water,LOT 22 BLK 3 LINCOLN GARDENS NO 1,7/1/14,10/20/17,FRIDAY,2017,2018,Permit Center,Final,10/24/17,10/24/17,10/24/17,1220 DELANO ST,EAST AUSTIN,TX,78721,30.27464858,-97.67868758,"(30.27464858, -97.67868758)"
MP,Mechanical Permit,2014-075630 MP,Residential,Residential,Change Out,No,910 WALTER ST,CHANGE OUT of HVAC to existing residence only,LOT 17 BLK B OLT 12 DIV B ROSEWOOD VILLAGE SEC 8 AMENDED,7/18/14,11/7/18,WEDNESDAY,2018,2019,Permit Center,Final,11/14/18,5/6/19,11/14/18,910 WALTER ST,EAST AUSTIN,TX,78702,30.26732207,-97.71197482,"(30.26732207, -97.71197482)"
EP,Electrical Permit,2014-077288 EP,Residential,Single Family Houses,New,No,3307 GOODWIN AVE,New 1story 3 bedroom 2 bathroom SF res,LOT 3 BLK A GOODWIN SUBD  IMPR ONLY,6/23/14,1/26/15,MONDAY,2015,2015,Permit Center,Final,1/29/15,1/29/15,1/29/15,3307 GOODWIN AVE,EAST AUSTIN,TX,78702,30.26892982,-97.69904140000001,"(30.26892982, -97.6990414)"
MP,Mechanical Permit,2014-077715 MP,Residential,Single Family Houses,New,No,1103 BERGER ST,New 2story single family residence with 3 bedrooms 25 bathrooms second floor loft space an attached single car garage front porch and rear covered deck  Existing 116 sf shed to remain in backyard,LOT 20 BLK 8 BROOKSDALE,4/30/14,1/9/15,FRIDAY,2015,2015,Online,Final,5/13/15,5/13/15,5/13/15,1103 BERGER ST,EAST AUSTIN,TX,78721,30.26884173,-97.68769078,"(30.26884173, -97.68769078)"
MP,Mechanical Permit,2014-078611 MP,Residential,Residential,New,No,3203 HOLLYWOOD AVE,New secondary apartment to have an open bedroom 1 full bathroom inside a 12 bathroom on the exterior front and side porches,LOT 71   S W TRI LOT 72 LESS S E TRI LOT 71 OLT 28 DIV C AVALON C,5/7/14,2/20/15,FRIDAY,2015,2015,Online,Final,7/28/15,7/28/15,7/28/15,3203 HOLLYWOOD AVE,EAST AUSTIN,TX,78722,30.28950714,-97.72089905,"(30.28950714, -97.72089905)"
EP,Electrical Permit,2014-078935 EP,Commercial,Renovations/Remodel,Addition and Remodel,No,4503 N IH 35 SVRD NB,Change of use and Interior remodel from Residential to General Day Care work to include addition of ADA ramp and Accsesory Office Building,LOT 2 LESS W 25' AV  E 61' AV OF LOT 1 BLK F DELWOOD SEC 2,6/2/14,4/1/15,WEDNESDAY,2015,2015,Permit Center,Final,4/21/15,4/21/15,4/21/15,4503 N IH 35 SVRD NB,EAST AUSTIN,TX,78722,30.30271186,-97.71417372,"(30.30271186, -97.71417372)"
EP,Electrical Permit,2014-079200 EP,Commercial,Renovations/Remodel,Remodel,No,4503 N IH 35 SVRD NB,Convert existing carport into AdmnBus Office,LOT 2 LESS W 25' AV  E 61' AV OF LOT 1 BLK F DELWOOD SEC 2,6/2/14,3/26/15,THURSDAY,2015,2015,Permit Center,Final,3/30/15,3/30/15,3/30/15,4503 N IH 35 SVRD NB,EAST AUSTIN,TX,78722,30.30271186,-97.71417372,"(30.30271186, -97.71417372)"
EP,Electrical Permit,2014-079314 EP,Residential,Single Family Houses,New,No,1905 HOLLY ST,New 2story single family residence to have 2 bedrooms 25 bathrooms front porch and rear uncovered wood deck,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,3/20/15,FRIDAY,2015,2015,Permit Center,Final,12/3/15,12/3/15,12/3/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
MP,Mechanical Permit,2014-079314 MP,Residential,Single Family Houses,New,No,1905 HOLLY ST,New 2story single family residence to have 2 bedrooms 25 bathrooms front porch and rear uncovered wood deck,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,7/9/15,THURSDAY,2015,2015,Online,Final,12/11/15,12/11/15,12/11/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
PP,Plumbing Permit,2014-079314 PP,Residential,Single Family Houses,New,No,1905 HOLLY ST,New 2story single family residence to have 2 bedrooms 25 bathrooms front porch and rear uncovered wood deck,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,3/12/15,THURSDAY,2015,2015,Online,Final,12/9/15,12/9/15,12/9/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
EP,Electrical Permit,2014-079315 EP,Residential,Residential,New,No,1905 HOLLY ST,New 2car detached garage with secondary apartment above,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,3/20/15,FRIDAY,2015,2015,Permit Center,Final,11/30/15,11/30/15,11/30/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
MP,Mechanical Permit,2014-079315 MP,Residential,Residential,New,No,1905 HOLLY ST,New 2car detached garage with secondary apartment above,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,7/9/15,THURSDAY,2015,2015,Online,Final,12/9/15,12/9/15,12/9/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
PP,Plumbing Permit,2014-079315 PP,Residential,Residential,New,No,1905 HOLLY ST,New 2car detached garage with secondary apartment above,LOT 6 BLK G OLT 60 DIV O DRIVING PARK ADDN,3/5/14,3/12/15,THURSDAY,2015,2015,Online,Final,12/9/15,12/9/15,12/9/15,1905 HOLLY ST,EAST AUSTIN,TX,78702,30.2531293,-97.72594473,"(30.2531293, -97.72594473)"
EP,Electrical Permit,2014-081261 EP,Residential,Single Family Houses,New,No,1057 SPRINGDALE RD,Home relocated from 2505 Quarry Rd with new covered porch 2 bedrms 1 bathrm,ABS 22 SUR 29 TANNEHILL J C ACR 95,6/4/14,8/25/17,FRIDAY,2017,2017,Permit Center,Final,5/31/18,5/31/18,5/31/18,1057 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27136737,-97.69132891,"(30.27136737, -97.69132891)"
MP,Mechanical Permit,2014-081261 MP,Residential,Single Family Houses,New,No,1057 SPRINGDALE RD,Home relocated from 2505 Quarry Rd with new covered porch 2 bedrms 1 bathrm,ABS 22 SUR 29 TANNEHILL J C ACR 95,6/4/14,7/2/15,THURSDAY,2015,2015,Permit Center,Final,5/11/18,5/11/18,5/11/18,1057 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27136737,-97.69132891,"(30.27136737, -97.69132891)"
PP,Plumbing Permit,2014-081261 PP,Residential,Single Family Houses,New,No,1057 SPRINGDALE RD,Home relocated from 2505 Quarry Rd with new covered porch 2 bedrms 1 bathrm,ABS 22 SUR 29 TANNEHILL J C ACR 95,6/4/14,7/8/15,WEDNESDAY,2015,2015,Permit Center,Final,5/10/18,5/10/18,5/10/18,1057 SPRINGDALE RD,EAST AUSTIN,TX,78721,30.27136737,-97.69132891,"(30.27136737, -97.69132891)"
MP,Mechanical Permit,2014-082012 MP,Commercial,Renovations/Remodel,Remodel,No,1300 E 12TH ST,Interior remodel to existing Funeral Services,LOT 1  W 345 FT OF LOT 2 BLK 2 OLT 38 DIV B OREILLY JAMES,8/4/14,8/18/15,TUESDAY,2015,2015,Permit Center,Final,11/5/15,11/5/15,11/5/15,1300 E 12TH ST,EAST AUSTIN,TX,78702,30.27295725,-97.72638515,"(30.27295725, -97.72638515)"
PP,Plumbing Permit,2014-082245 PP,Residential,Residential,Remodel,No,1148 MASON AVE,Cap Off Water Waste Water Lines,LOT 4 BLK 3 MASONFIELD,8/1/14,2/1/17,WEDNESDAY,2017,2017,Permit Center,Final,2/3/17,2/3/17,2/3/17,1148 MASON AVE,EAST AUSTIN,TX,78721,30.27598296,-97.68429139,"(30.27598296, -97.68429139)"
EP,Electrical Permit,2014-083095 EP,Residential,Renovations/Remodel,Addition and Remodel,No,914 KOERNER LN,Addition to existing garage and change of use to secondary apartment with an interior remodel of the space,ABS 22 SUR 29 TANNEHILL J C ACR 1400 BLK 5,3/12/14,7/17/15,FRIDAY,2015,2015,Permit Center,Final,3/24/16,3/24/16,3/24/16,914 KOERNER LN,EAST AUSTIN,TX,78721,30.25778062,-97.69066468,"(30.25778062, -97.69066468)"
MP,Mechanical Permit,2014-083565 MP,Residential,Single Family Houses,New,No,2100 E 8TH ST,New 2story singlefamily residence covered porch and deck,LOT 18 BLK 22 GRANDVIEW PLACE,7/2/14,2/20/15,FRIDAY,2015,2015,Online,Final,10/6/15,10/6/15,10/6/15,803 MILL ST,EAST AUSTIN,TX,78702,30.26305662,-97.71899136,"(30.26305662, -97.71899136)"
MP,Mechanical Permit,2014-085368 MP,Residential,Single Family Houses,New,No,4602 REYES ST,Smart HousingNew single family residential 2 bed 1 bath,LOT 2 BLK 2 CHERNOSKY NO 7,6/20/14,1/22/15,THURSDAY,2015,2015,Permit Center,Final,5/29/15,5/29/15,5/29/15,4602 REYES ST,EAST AUSTIN,TX,78721,30.27490099,-97.68916615,"(30.27490099, -97.68916615)"
